;SYMBOL;MAP;chromosome_name
ENSG00000129221;AIPL1;17p13.2;17
ENSG00000160224;AIRE;21q22.3;21
ENSG00000268257;AIRN;6q25.3;6
ENSG00000196581;AJAP1;1p36.32;1
ENSG00000232434;AJM1;9q34.3;9
ENSG00000129474;AJUBA;14q11.2;14
ENSG00000106992;AK1;9q34.11;9
ENSG00000004455;AK2;1p35.1;1
ENSG00000185839;AK2P1;1p32.1;1
ENSG00000147853;AK3;9p24.1;9
ENSG00000230042;AK3P3;7p15.3;7
ENSG00000248722;AK3P4;5q22.3;5
ENSG00000162433;AK4;1p31.3;1
ENSG00000217377;AK4P5;6q14.1;6
ENSG00000154027;AK5;1p31.1;1
ENSG00000085231;AK6;5q13.2;5
ENSG00000256614;AK6P1;12p11.1;12
ENSG00000257173;AK6P2;12q12;12
ENSG00000140057;AK7;14q32.2;14
ENSG00000165695;AK8;9q34.13;9
ENSG00000155085;AK9;6q21;6
ENSG00000231824;AKAIN1;18p11.31;18
ENSG00000121057;AKAP1;17q22;17
ENSG00000108599;AKAP10;17p11.2;17
ENSG00000023516;AKAP11;13q14.11;13
ENSG00000131016;AKAP12;6q25.1;6
ENSG00000170776;AKAP13;15q25.3;15
ENSG00000186471;AKAP14;Xq24;X
ENSG00000197976;AKAP17A;X;X
ENSG00000111254;AKAP3;12p13.32;12
ENSG00000147081;AKAP4;Xp11.22;X
ENSG00000179841;AKAP5;14q23.3;14
ENSG00000151320;AKAP6;14q12;14
ENSG00000118507;AKAP7;6q23.2;6
ENSG00000105127;AKAP8;19p13.12;19
ENSG00000011243;AKAP8L;19p13.12;19
ENSG00000234146;AKAP8P1;9p23;9
ENSG00000127914;AKAP9;7q21.2;7
ENSG00000166452;AKIP1;11p15.4;11
ENSG00000174574;AKIRIN1;1p34.3;1
ENSG00000257786;AKIRIN1P1;12q21.31;12
ENSG00000135334;AKIRIN2;6q15;6
ENSG00000106948;AKNA;9q32;9
ENSG00000162641;AKNAD1;1p13.3;1
ENSG00000117448;AKR1A1;1p34.1;1
ENSG00000085662;AKR1B1;7q33;7
ENSG00000198074;AKR1B10;7q33;7
ENSG00000263355;AKR1B10P2;18q22.1;18
ENSG00000227471;AKR1B15;7q33;7
ENSG00000229991;AKR1B1P1;1q42.12;1
ENSG00000187134;AKR1C1;10p15.1;10
ENSG00000151632;AKR1C2;10p15.1;10
ENSG00000196139;AKR1C3;10p15.1;10
ENSG00000198610;AKR1C4;10p15.1;10
ENSG00000215267;AKR1C7P;10p15.1;10
ENSG00000264006;AKR1C8;10p15.1;10
ENSG00000122787;AKR1D1;7q33;7
ENSG00000165568;AKR1E2;10p15.1;10
ENSG00000053371;AKR7A2;1p36.13;1
ENSG00000162482;AKR7A3;1p36.13;1
ENSG00000211454;AKR7L;1p36.13;1
ENSG00000142208;AKT1;14q32.33;14
ENSG00000204673;AKT1S1;19q13.33;19
ENSG00000105221;AKT2;19q13.2;19
ENSG00000117020;AKT3;1q43-q44;1
ENSG00000228939;AKT3-IT1;1q44;1
ENSG00000166971;AKTIP;16q12.2;16
ENSG00000148218;ALAD;9q32;9
ENSG00000023330;ALAS1;3p21.2;3
ENSG00000158578;ALAS2;Xp11.21;X
ENSG00000163631;ALB;4q13.3;4
ENSG00000170017;ALCAM;3q13.11;3
ENSG00000161618;ALDH16A1;19q13.33;19
ENSG00000059573;ALDH18A1;10q24.1;10
ENSG00000165092;ALDH1A1;9q21.13;9
ENSG00000128918;ALDH1A2;15q21.3;15
ENSG00000184254;ALDH1A3;15q26.3;15
ENSG00000259583;ALDH1A3-AS1;15q26.3;15
ENSG00000137124;ALDH1B1;9p13.1;9
ENSG00000144908;ALDH1L1;3q21.3;3
ENSG00000250218;ALDH1L1-AS1;3q21.3;3
ENSG00000246022;ALDH1L1-AS2;3q21.3;3
ENSG00000136010;ALDH1L2;12q23.3;12
ENSG00000111275;ALDH2;12q24.12;12
ENSG00000108602;ALDH3A1;17p11.2;17
ENSG00000072210;ALDH3A2;17p11.2;17
ENSG00000006534;ALDH3B1;11q13.2;11
ENSG00000132746;ALDH3B2;11q13.2;11
ENSG00000159423;ALDH4A1;1p36.13;1
ENSG00000112294;ALDH5A1;6p22.3;6
ENSG00000119711;ALDH6A1;14q24.3;14
ENSG00000164904;ALDH7A1;5q23.2;5
ENSG00000251400;ALDH7A1P1;5q13.3;5
ENSG00000232292;ALDH7A1P2;2q31.1;2
ENSG00000118514;ALDH8A1;6q23.3;6
ENSG00000143149;ALDH9A1;1q24.1;1
ENSG00000149925;ALDOA;16p11.2;16
ENSG00000136872;ALDOB;9q31.1;9
ENSG00000109107;ALDOC;17q11.2;17
ENSG00000033011;ALG1;16p13.3;16
ENSG00000139133;ALG10;12p11.1;12
ENSG00000175548;ALG10B;12q12;12
ENSG00000253710;ALG11;13q14.3;13
ENSG00000182858;ALG12;22q13.33;22
ENSG00000101901;ALG13;Xq23;X
ENSG00000172339;ALG14;1p21.3;1
ENSG00000230427;ALG14-AS1;1p21.3;1
ENSG00000254016;ALG1L10P;12p13.31;12
ENSG00000249889;ALG1L11P;8p23.1;8
ENSG00000253981;ALG1L13P;8p23.1;8
ENSG00000189366;ALG1L1P;3q21.2;3
ENSG00000251287;ALG1L2;3q22.1;3
ENSG00000251087;ALG1L3P;4p16.1;4
ENSG00000226943;ALG1L5P;7p22.1;7
ENSG00000227620;ALG1L8P;11q13.2;11
ENSG00000248671;ALG1L9P;11q13.4;11
ENSG00000119523;ALG2;9q22.33;9
ENSG00000214160;ALG3;3q27.1;3
ENSG00000251568;ALG3P1;5p15.32;5
ENSG00000120697;ALG5;13q13.3;13
ENSG00000088035;ALG6;1p31.3;1
ENSG00000159063;ALG8;11q14.1;11
ENSG00000086848;ALG9;11q23.1;11
ENSG00000171094;ALK;2p23.2-p23.1;2
ENSG00000196711;ALKAL1;8q11.23;8
ENSG00000189292;ALKAL2;2p25.3;2
ENSG00000100601;ALKBH1;14q24.3;14
ENSG00000189046;ALKBH2;12q24.11;12
ENSG00000166199;ALKBH3;11p11.2;11
ENSG00000244926;ALKBH3-AS1;11p11.2;11
ENSG00000160993;ALKBH4;7q22.1;7
ENSG00000091542;ALKBH5;17p11.2;17
ENSG00000239382;ALKBH6;19q13.12;19
ENSG00000125652;ALKBH7;19p13.3;19
ENSG00000137760;ALKBH8;11q22.3;11
ENSG00000151360;ALLC;2p25.3;2
ENSG00000116127;ALMS1;2p13.1;2
ENSG00000230002;ALMS1-IT1;2p13.1;2
ENSG00000163016;ALMS1P1;2p13.1;2
ENSG00000108839;ALOX12;17p13.1;17
ENSG00000215067;ALOX12-AS1;17p13.1;17
ENSG00000179477;ALOX12B;17p13.1;17
ENSG00000262943;ALOX12P2;17p13.1;17
ENSG00000161905;ALOX15;17p13.2;17
ENSG00000179593;ALOX15B;17p13.1;17
ENSG00000188101;ALOX15P2;9q22.31;9
ENSG00000012779;ALOX5;10q11.21;10
ENSG00000132965;ALOX5AP;13q12.3;13
ENSG00000179148;ALOXE3;17p13.1;17
ENSG00000163286;ALPG;2q37.1;2
ENSG00000163295;ALPI;2q37.1;2
ENSG00000073331;ALPK1;4q25;4
ENSG00000198796;ALPK2;18q21.31-q21.32;18
ENSG00000136383;ALPK3;15q25.3;15
ENSG00000162551;ALPL;1p36.12;1
ENSG00000163283;ALPP;2q37.1;2
ENSG00000003393;ALS2;2q33.1;2
ENSG00000178038;ALS2CL;3p21.31;3
ENSG00000180318;ALX1;12q21.31;12
ENSG00000156150;ALX3;1p13.3;1
ENSG00000052850;ALX4;11p11.2;11
ENSG00000183684;ALYREF;17q25.3;17
ENSG00000242110;AMACR;5p13.2;5
ENSG00000178522;AMBN;4q13.3;4
ENSG00000106927;AMBP;9q32;9
ENSG00000110497;AMBRA1;11p11.2;11
ENSG00000123505;AMD1;6q21;6
ENSG00000228339;AMD1P1;10p12.31;10
ENSG00000139344;AMDHD1;12q23.1;12
ENSG00000162066;AMDHD2;16p13.3;16
ENSG00000125363;AMELX;Xp22.2;X
ENSG00000099721;AMELY;Yp11.2;Y
ENSG00000184675;AMER1;Xq11.2;X
ENSG00000165566;AMER2;13q12.13;13
ENSG00000178171;AMER3;2q21.1;2
ENSG00000159461;AMFR;16q13;16
ENSG00000104899;AMH;19p13.3;19
ENSG00000135409;AMHR2;12q13.13;12
ENSG00000181754;AMIGO1;1p13.3;1
ENSG00000139211;AMIGO2;12q13.11;12
ENSG00000176020;AMIGO3;3p21.31;3
ENSG00000101935;AMMECR1;Xq23;X
ENSG00000144233;AMMECR1L;2q14.3;2
ENSG00000233273;AMMECR1LP1;13q32.1;13
ENSG00000166126;AMN;14q32.32;14
ENSG00000151743;AMN1;12p11.21;12
ENSG00000126016;AMOT;Xq23;X
ENSG00000166025;AMOTL1;11q21;11
ENSG00000114019;AMOTL2;3q22.2;3
ENSG00000116748;AMPD1;1p13.2;1
ENSG00000116337;AMPD2;1p13.3;1
ENSG00000133805;AMPD3;11p15.4;11
ENSG00000078053;AMPH;7p14.1;7
ENSG00000145020;AMT;3p21.31;3
ENSG00000187689;AMTN;4q13.3;4
ENSG00000237763;AMY1A;1p21.1;1
ENSG00000174876;AMY1B;1p21.1;1
ENSG00000187733;AMY1C;1p21.1;1
ENSG00000243480;AMY2A;1p21.1;1
ENSG00000240038;AMY2B;1p21.1;1
ENSG00000227408;AMYP1;1p21.1;1
ENSG00000174945;AMZ1;7p22.3;7
ENSG00000196704;AMZ2;17q24.2;17
ENSG00000214174;AMZ2P1;17q24.1;17
ENSG00000219249;AMZ2P2;6q25.3;6
ENSG00000153107;ANAPC1;2q13;2
ENSG00000164162;ANAPC10;4q31.21;4
ENSG00000141552;ANAPC11;17q25.3;17
ENSG00000129055;ANAPC13;3q22.2;3
ENSG00000110200;ANAPC15;11q13.4;11
ENSG00000232601;ANAPC15P2;3q26.31;3
ENSG00000166295;ANAPC16;10q22.1;10
ENSG00000233673;ANAPC1P1;2p11.2;2
ENSG00000285793;ANAPC1P2;2p11.2;2
ENSG00000230395;ANAPC1P3;2p11.2;2
ENSG00000234231;ANAPC1P4;2p11.2;2
ENSG00000275597;ANAPC1P5;2p11.2;2
ENSG00000176248;ANAPC2;9q34.3;9
ENSG00000053900;ANAPC4;4p15.2;4
ENSG00000089053;ANAPC5;12q24.31;12
ENSG00000196510;ANAPC7;12q24.11;12
ENSG00000287794;ANCV1RP;5q23.2;5
ENSG00000214274;ANG;14q11.2;14
ENSG00000013523;ANGEL1;14q24.3;14
ENSG00000174606;ANGEL2;1q32.3;1
ENSG00000154188;ANGPT1;8q23.1;8
ENSG00000091879;ANGPT2;8p23.1;8
ENSG00000101280;ANGPT4;20p13;20
ENSG00000116194;ANGPTL1;1q25.2;1
ENSG00000136859;ANGPTL2;9q33.3;9
ENSG00000132855;ANGPTL3;1p31.3;1
ENSG00000167772;ANGPTL4;19p13.2;19
ENSG00000187151;ANGPTL5;11q22.1;11
ENSG00000130812;ANGPTL6;19p13.2;19
ENSG00000171819;ANGPTL7;1p36.22;1
ENSG00000130173;ANGPTL8;19p13.2;19
ENSG00000227059;ANHX;12q24.33;12
ENSG00000029534;ANK1;8p11.21;8
ENSG00000145362;ANK2;4q25-q26;4
ENSG00000248152;ANK2-AS1;4q25;4
ENSG00000151150;ANK3;10q21.2;10
ENSG00000151687;ANKAR;2q32.2;2
ENSG00000166839;ANKDD1A;15q22.31;15
ENSG00000189045;ANKDD1B;5q13.3;5
ENSG00000132623;ANKEF1;20p12.2;20
ENSG00000153930;ANKFN1;17q22;17
ENSG00000185722;ANKFY1;17p13.2;17
ENSG00000154122;ANKH;5p15.2;5
ENSG00000131503;ANKHD1;5q31.3;5
ENSG00000254996;ANKHD1-EIF4EBP3;5q31.3;5
ENSG00000001629;ANKIB1;7q21.2;7
ENSG00000170209;ANKK1;11q23.2;11
ENSG00000160117;ANKLE1;19p13.11;19
ENSG00000176915;ANKLE2;12q24.33;12
ENSG00000144504;ANKMY1;2q37.3;2
ENSG00000106524;ANKMY2;7p21.1;7
ENSG00000164331;ANKRA2;5q13.2;5
ENSG00000148677;ANKRD1;10q23.31;10
ENSG00000088448;ANKRD10;13q34;13
ENSG00000167522;ANKRD11;16q24.3;16
ENSG00000234429;ANKRD11P1;2p12;2
ENSG00000101745;ANKRD12;18p11.22;18
ENSG00000076513;ANKRD13A;12q24.11;12
ENSG00000198720;ANKRD13B;17q11.2;17
ENSG00000118454;ANKRD13C;1p31.1;1
ENSG00000172932;ANKRD13D;11q13.2;11
ENSG00000134461;ANKRD16;10p15.1;10
ENSG00000132466;ANKRD17;4q13.3;4
ENSG00000180071;ANKRD18A;9p13.1;9
ENSG00000230453;ANKRD18B;9p13.3;9
ENSG00000226435;ANKRD18DP;3q29;3
ENSG00000217165;ANKRD18EP;6p21.2;6
ENSG00000187984;ANKRD19P;9q22.31;9
ENSG00000165887;ANKRD2;10q24.2;10
ENSG00000260691;ANKRD20A1;9q21.11;9
ENSG00000215559;ANKRD20A11P;21q11.2;21
ENSG00000251056;ANKRD20A17P;4p11;4
ENSG00000249493;ANKRD20A18P;21q11.2;21
ENSG00000183148;ANKRD20A2P;9p11.2;9
ENSG00000276203;ANKRD20A3P;9q21.11;9
ENSG00000172014;ANKRD20A5P;18p11.21;9
ENSG00000229089;ANKRD20A8P;2q11.1;2
ENSG00000152766;ANKRD22;10q23.31;10
ENSG00000163126;ANKRD23;2q11.2;2
ENSG00000089847;ANKRD24;19p13.3;19
ENSG00000107890;ANKRD26;10p12.1;10
ENSG00000237636;ANKRD26P3;13q12.11;13
ENSG00000229427;ANKRD26P4;13q12.3;13
ENSG00000105186;ANKRD27;19q13.11;19
ENSG00000206560;ANKRD28;3p25.1;3
ENSG00000154065;ANKRD29;18q11.2;18
ENSG00000148513;ANKRD30A;10p11.21;10
ENSG00000180777;ANKRD30B;18p11.21;18
ENSG00000163046;ANKRD30BL;2q21.2;2
ENSG00000175302;ANKRD30BP1;21q11.2;21
ENSG00000145700;ANKRD31;5q13.3;5
ENSG00000167612;ANKRD33;12q13.13;12
ENSG00000164236;ANKRD33B;5p15.2;5
ENSG00000272031;ANKRD34A;1q21.1;1
ENSG00000189127;ANKRD34B;5q14.1;5
ENSG00000235711;ANKRD34C;15q25.1;15
ENSG00000259234;ANKRD34C-AS1;15q25.1;15
ENSG00000198483;ANKRD35;1q21.1;1
ENSG00000135976;ANKRD36;2q11.2;2
ENSG00000196912;ANKRD36B;2q11.2;2
ENSG00000214262;ANKRD36BP1;1q24.2;1
ENSG00000230006;ANKRD36BP2;2p11.2;2
ENSG00000174501;ANKRD36C;2q11.1;2
ENSG00000186352;ANKRD37;4q35.1;4
ENSG00000213337;ANKRD39;2q11.2;2
ENSG00000154945;ANKRD40;17q21.33;17
ENSG00000167117;ANKRD40CL;17q21.33;17
ENSG00000137494;ANKRD42;11q14.1;11
ENSG00000247137;ANKRD42-DT;11q14.1;11
ENSG00000065413;ANKRD44;2q33.1;2
ENSG00000231621;ANKRD44-AS1;2q33.1;2
ENSG00000236977;ANKRD44-IT1;2q33.1;2
ENSG00000183831;ANKRD45;1q25.1;1
ENSG00000186106;ANKRD46;8q22.3;8
ENSG00000168876;ANKRD49;11q21;11
ENSG00000225349;ANKRD49P2;12p11.21;12
ENSG00000151458;ANKRD50;4q28.1;4
ENSG00000139645;ANKRD52;12q13.3;12
ENSG00000144031;ANKRD53;2p13.3;2
ENSG00000100124;ANKRD54;22q13.1;22
ENSG00000164512;ANKRD55;5q11.2;5
ENSG00000135299;ANKRD6;6q15;6
ENSG00000124227;ANKRD60;20q13.32;20
ENSG00000157999;ANKRD61;7p22.1;7
ENSG00000181626;ANKRD62;18p11.21;18
ENSG00000259271;ANKRD62P1;22q11.1;22
ENSG00000230778;ANKRD63;15q15.1;15
ENSG00000235098;ANKRD65;1p36.33;1
ENSG00000230062;ANKRD66;6p12.3;6
ENSG00000106013;ANKRD7;7q31.31;7
ENSG00000156381;ANKRD9;14q32.31;14
ENSG00000064999;ANKS1A;6p21.31;6
ENSG00000185046;ANKS1B;12q23.1;12
ENSG00000168096;ANKS3;16p13.3;16
ENSG00000175311;ANKS4B;16p12.2;16
ENSG00000165138;ANKS6;9q22.33;9
ENSG00000206199;ANKUB1;3q25.1;3
ENSG00000163516;ANKZF1;2q35;2
ENSG00000011426;ANLN;7p14.2;7
ENSG00000131620;ANO1;11q13.3;11
ENSG00000160746;ANO10;3p22.1-p21.33;3
ENSG00000047617;ANO2;12p13.31;12
ENSG00000134343;ANO3;11p14.3-p14.2;11
ENSG00000151572;ANO4;12q23.1;12
ENSG00000171714;ANO5;11p14.3;11
ENSG00000177119;ANO6;12q12;12
ENSG00000146205;ANO7;2q37.3;2
ENSG00000074855;ANO8;19p13.11;19
ENSG00000185101;ANO9;11p15.5;11
ENSG00000011201;ANOS1;Xp22.31;X
ENSG00000140350;ANP32A;15q23;15
ENSG00000259516;ANP32AP1;15q14;15
ENSG00000136938;ANP32B;9q22.33;9
ENSG00000259790;ANP32BP1;15q24.2;15
ENSG00000139223;ANP32D;12q13.11;12
ENSG00000143401;ANP32E;1q21.2;1
ENSG00000166825;ANPEP;15q26.1;15
ENSG00000103254;ANTKMT;16p13.3;16
ENSG00000169604;ANTXR1;2p13.3;2
ENSG00000163297;ANTXR2;4q21.21;4
ENSG00000274209;ANTXRL;10q11.22;10
ENSG00000135046;ANXA1;9q21.13;9
ENSG00000109511;ANXA10;4q32.3;4
ENSG00000122359;ANXA11;10q22.3;10
ENSG00000104537;ANXA13;8q24.13;8
ENSG00000182718;ANXA2;15q22.2;15
ENSG00000177721;ANXA2R;5p12;5
ENSG00000215068;ANXA2R-AS1;5p12;5
ENSG00000177738;ANXA2R-OT1;5p12;5
ENSG00000138772;ANXA3;4q21.21;4
ENSG00000196975;ANXA4;2p13.3;2
ENSG00000164111;ANXA5;4q27;4
ENSG00000197043;ANXA6;5q33.1;5
ENSG00000138279;ANXA7;10q22.2;10
ENSG00000265190;ANXA8;10q11.22;10
ENSG00000264230;ANXA8L1;10q11.22;10
ENSG00000143412;ANXA9;1q21.3;1
ENSG00000136250;AOAH;7p14.2;7
ENSG00000230539;AOAH-IT1;7p14.2;7
ENSG00000002726;AOC1;7q36.1;7
ENSG00000131480;AOC2;17q21.31;17
ENSG00000131471;AOC3;17q21.31;17
ENSG00000260105;AOC4P;17q21.31;17
ENSG00000148120;AOPEP;9q22.32;9
ENSG00000138356;AOX1;2q33.1;2
ENSG00000243478;AOX2P;2q33.1;2
ENSG00000284084;AOX3P;2q33.1;2
ENSG00000138660;AP1AR;4q25;4
ENSG00000100280;AP1B1;22q12.2;22
ENSG00000234479;AP1B1P1;22q12.3;22
ENSG00000232707;AP1B1P2;22q12.3;22
ENSG00000166747;AP1G1;16q22.2;16
ENSG00000213983;AP1G2;14q11.2;14
ENSG00000258727;AP1G2-AS1;14q11.2;14
ENSG00000072958;AP1M1;19p13.11;19
ENSG00000129354;AP1M2;19p13.2;19
ENSG00000227534;AP1M2P1;Xq12;X
ENSG00000106367;AP1S1;7q22.1;7
ENSG00000182287;AP1S2;Xp22.2;X
ENSG00000152056;AP1S3;2q36.1;2
ENSG00000196961;AP2A1;19q13.33;19
ENSG00000183020;AP2A2;11p15.5;11
ENSG00000006125;AP2B1;17q12;17
ENSG00000234130;AP2B1P1;Xq21.32;X
ENSG00000161203;AP2M1;3q27.1;3
ENSG00000042753;AP2S1;19q13.32;19
ENSG00000132842;AP3B1;5q14.1;5
ENSG00000103723;AP3B2;15q25.2;15
ENSG00000065000;AP3D1;19p13.3;19
ENSG00000185009;AP3M1;10q22.2;10
ENSG00000070718;AP3M2;8p11.21;8
ENSG00000177879;AP3S1;5q22.3-q23.1;5
ENSG00000157823;AP3S2;15q26.1;15
ENSG00000134262;AP4B1;1p13.2;1
ENSG00000226167;AP4B1-AS1;1p13.2;1
ENSG00000081014;AP4E1;15q21.2;15
ENSG00000221838;AP4M1;7q22.1;7
ENSG00000100478;AP4S1;14q12;14
ENSG00000254470;AP5B1;11q13.1;11
ENSG00000053770;AP5M1;14q22.3;14
ENSG00000125843;AP5S1;20p13;20
ENSG00000242802;AP5Z1;7p22.1;7
ENSG00000120868;APAF1;12q23.1;12
ENSG00000107282;APBA1;9q21.12;9
ENSG00000034053;APBA2;15q13.1;15
ENSG00000011132;APBA3;19p13.3;19
ENSG00000166313;APBB1;11p15.4;11
ENSG00000077420;APBB1IP;10p12.1;10
ENSG00000163697;APBB2;4p14-p13;4
ENSG00000113108;APBB3;5q31.3;5
ENSG00000134982;APC;5q22.2;5
ENSG00000115266;APC2;19p13.3;19
ENSG00000154856;APCDD1;18p11.22;18
ENSG00000198768;APCDD1L;20q13.32;20
ENSG00000231290;APCDD1L-DT;20q13.32;20
ENSG00000132703;APCS;1q23.2;1
ENSG00000164062;APEH;3p21.31;3
ENSG00000248329;APELA;4q32.3;4
ENSG00000100823;APEX1;14q11.2;14
ENSG00000169188;APEX2;Xp11.21;X
ENSG00000117362;APH1A;1q21.2;1
ENSG00000138613;APH1B;15q22.2;15
ENSG00000166181;API5;11p12;11
ENSG00000149089;APIP;11p13;11
ENSG00000169621;APLF;2p13.3;2
ENSG00000171388;APLN;Xq26.1;X
ENSG00000134817;APLNR;11q12.1;11
ENSG00000105290;APLP1;19q13.12;19
ENSG00000084234;APLP2;11q24.3;11
ENSG00000101474;APMAP;20p11.21;20
ENSG00000118137;APOA1;11q23.3;11
ENSG00000235910;APOA1-AS;11q23.3;11
ENSG00000158874;APOA2;1q23.3;1
ENSG00000110244;APOA4;11q23.3;11
ENSG00000110243;APOA5;11q23.3;11
ENSG00000084674;APOB;2p24.1;2
ENSG00000111701;APOBEC1;12p13.31;12
ENSG00000124701;APOBEC2;6p21.1;6
ENSG00000128383;APOBEC3A;22q13.1;22
ENSG00000248822;APOBEC3AP1;4q33;4
ENSG00000179750;APOBEC3B;22q13.1;22
ENSG00000249310;APOBEC3B-AS1;22q13.1;22
ENSG00000244509;APOBEC3C;22q13.1;22
ENSG00000243811;APOBEC3D;22q13.1;22
ENSG00000128394;APOBEC3F;22q13.1;22
ENSG00000239713;APOBEC3G;22q13.1;22
ENSG00000100298;APOBEC3H;22q13.1;22
ENSG00000173627;APOBEC4;1q25.3;1
ENSG00000184730;APOBR;16p12.1;16
ENSG00000130208;APOC1;19q13.32;19
ENSG00000214855;APOC1P1;19q13.32;19
ENSG00000234906;APOC2;19q13.32;19
ENSG00000110245;APOC3;11q23.3;11
ENSG00000267467;APOC4;19q13.32;19
ENSG00000189058;APOD;3q29;3
ENSG00000130203;APOE;19q13.32;19
ENSG00000175336;APOF;12q13.3;12
ENSG00000091583;APOH;17q24.2;17
ENSG00000100342;APOL1;22q12.3;22
ENSG00000128335;APOL2;22q12.3;22
ENSG00000128284;APOL3;22q12.3;22
ENSG00000100336;APOL4;22q12.3;22
ENSG00000128313;APOL5;22q12.3;22
ENSG00000221963;APOL6;22q12.3;22
ENSG00000178878;APOLD1;12p13.1;12
ENSG00000204444;APOM;6p21.33;6
ENSG00000184831;APOO;Xp22.11;X
ENSG00000155008;APOOL;Xq21.1;X
ENSG00000240902;APOOP2;3p11.2;3
ENSG00000142192;APP;21q21.3;21
ENSG00000062725;APPBP2;17q23.2;17
ENSG00000157500;APPL1;3p14.3;3
ENSG00000136044;APPL2;12q23.3;12
ENSG00000198590;APRG1;3p22.2;3
ENSG00000198931;APRT;16q24.3;16
ENSG00000214293;APTR;7q11.23;7
ENSG00000137074;APTX;9p21.1;9
ENSG00000240583;AQP1;7p14.3;7
ENSG00000143595;AQP10;1q21.3;1
ENSG00000178301;AQP11;11q14.1;11
ENSG00000184945;AQP12A;2q37.3;2
ENSG00000185176;AQP12B;2q37.3;2
ENSG00000167580;AQP2;12q13.12;12
ENSG00000165272;AQP3;9p13.3;9
ENSG00000171885;AQP4;18q11.2;18
ENSG00000260372;AQP4-AS1;18q11.2;18
ENSG00000161798;AQP5;12q13.12;12
ENSG00000257588;AQP5-AS1;12q13.12;12
ENSG00000086159;AQP6;12q13.12;12
ENSG00000165269;AQP7;9p13.3;9
ENSG00000259916;AQP7B;2q11.1;2
ENSG00000181997;AQP7P2;9q13;9
ENSG00000274067;AQP7P5;9p11.2;9
ENSG00000103375;AQP8;16p12.1;16
ENSG00000103569;AQP9;15q21.3;15
ENSG00000021776;AQR;15q14;15
ENSG00000169083;AR;Xq12;X
ENSG00000078061;ARAF;Xp11.3;X
ENSG00000186635;ARAP1;11q13.4;11
ENSG00000245148;ARAP1-AS2;11q13.4;11
ENSG00000047365;ARAP2;4p14;4
ENSG00000120318;ARAP3;5q31.3;5
ENSG00000198576;ARC;8q24.3;8
ENSG00000095139;ARCN1;11q23.3;11
ENSG00000109321;AREG;4q13.3;4
ENSG00000119682;AREL1;14q24.3;14
ENSG00000143761;ARF1;1q42.13;1
ENSG00000134287;ARF3;12q13.12;12
ENSG00000168374;ARF4;3p14.3;3
ENSG00000272146;ARF4-AS1;3p14.3;3
ENSG00000004059;ARF5;7q32.1;7
ENSG00000165527;ARF6;14q21.3;14
ENSG00000101199;ARFGAP1;20q13.33;20
ENSG00000149182;ARFGAP2;11p11.2;11
ENSG00000242247;ARFGAP3;22q13.2;22
ENSG00000066777;ARFGEF1;8q13.2;8
ENSG00000124198;ARFGEF2;20q13.13;20
ENSG00000112379;ARFGEF3;6q23.3-q24.1;6
ENSG00000164144;ARFIP1;4q31.3;4
ENSG00000132254;ARFIP2;11p15.4;11
ENSG00000101246;ARFRP1;20q13.33;20
ENSG00000118520;ARG1;6q23.2;6
ENSG00000081181;ARG2;14q24.1;14
ENSG00000186103;ARGFX;3q13.33;3
ENSG00000134884;ARGLU1;13q33.3;13
ENSG00000175220;ARHGAP1;11p11.2;11
ENSG00000071205;ARHGAP10;4q31.23;4
ENSG00000198826;ARHGAP11A;15q13.3;15
ENSG00000288864;ARHGAP11A-SCG5;15q13.3;15
ENSG00000285077;ARHGAP11B;15q13.2;15
ENSG00000165322;ARHGAP12;10p11.22;10
ENSG00000075884;ARHGAP15;2q22.2-q22.3;2
ENSG00000140750;ARHGAP17;16p12.1;16
ENSG00000146376;ARHGAP18;6q22.33;6
ENSG00000213390;ARHGAP19;10q24.1;10
ENSG00000269891;ARHGAP19-SLIT1;10q24.1;10
ENSG00000137727;ARHGAP20;11q22.3-q23.1;11
ENSG00000107863;ARHGAP21;10p12.1;10
ENSG00000128805;ARHGAP22;10q11.22-q11.23;10
ENSG00000275832;ARHGAP23;17q12;17
ENSG00000260781;ARHGAP23P1;16p11.2;16
ENSG00000138639;ARHGAP24;4q21.23-q21.3;4
ENSG00000163219;ARHGAP25;2p13.3;2
ENSG00000145819;ARHGAP26;5q31.3;5
ENSG00000226272;ARHGAP26-AS1;5q31.3;5
ENSG00000230789;ARHGAP26-IT1;5q31.3;5
ENSG00000159314;ARHGAP27;17q21.31;17
ENSG00000215769;ARHGAP27P1-BPTFP1-KPNA2P3;17q24.1;17
ENSG00000088756;ARHGAP28;18p11.31;18
ENSG00000137962;ARHGAP29;1p22.1;1
ENSG00000226835;ARHGAP29-AS1;1p22.1-p21.3;1
ENSG00000186517;ARHGAP30;1q23.3;1
ENSG00000031081;ARHGAP31;3q13.32-q13.33;3
ENSG00000241155;ARHGAP31-AS1;3q13.33;3
ENSG00000134909;ARHGAP32;11q24.3;11
ENSG00000004777;ARHGAP33;19q13.12;19
ENSG00000160007;ARHGAP35;19q13.32;19
ENSG00000147256;ARHGAP36;Xq26.1;X
ENSG00000147799;ARHGAP39;8q24.3;8
ENSG00000089820;ARHGAP4;Xq28;X
ENSG00000124143;ARHGAP40;20q11.23;20
ENSG00000165895;ARHGAP42;11q22.1;11
ENSG00000248027;ARHGAP42-AS1;11q22.1;11
ENSG00000006740;ARHGAP44;17p12;17
